종목명,,"선물옵션
구분",,"최종
거래일",,행사가격,,"기초자산
기준가격",,,,잔존일수,,금리(%),,배당  현재가치,,변동성,,,이론가격,,,,
"P 202309   135,000(  10)",,풋,,20230914,,"135,000.00000000 ",,"115,400",,,,95 ,,3.750000 ,,299.476485 ,,0.337 ,,,"20,849.700000 ",,,,
"P 202309   140,000(  10)",,풋,,20230914,,"140,000.00000000 ",,"115,400",,,,95 ,,3.750000 ,,299.476485 ,,0.337 ,,,"25,091.810000 ",,,,
"P 202309   150,000(  10)",,풋,,20230914,,"150,000.00000000 ",,"115,400",,,,95 ,,3.750000 ,,299.476485 ,,0.337 ,,,"34,109.480000 ",,,,
"P 202312    60,000(  10)",,풋,,20231214,,"60,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,13.890000 ,,,,
"P 202312    64,000(  10)",,풋,,20231214,,"64,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,34.630000 ,,,,
"P 202312    68,000(  10)",,풋,,20231214,,"68,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,81.080000 ,,,,
"P 202312    72,000(  10)",,풋,,20231214,,"72,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,170.050000 ,,,,
"P 202312    76,000(  10)",,풋,,20231214,,"76,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,321.540000 ,,,,
"P 202312    80,000(  10)",,풋,,20231214,,"80,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,551.010000 ,,,,
"P 202312    84,000(  10)",,풋,,20231214,,"84,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,873.740000 ,,,,
"P 202312    88,000(  10)",,풋,,20231214,,"88,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,"1,390.480000 ",,,,
"P 202312    92,000(  10)",,풋,,20231214,,"92,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,"2,044.280000 ",,,,
"P 202312    96,000(  10)",,풋,,20231214,,"96,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,"2,857.900000 ",,,,
"P 202312   100,000(  10)",,풋,,20231214,,"100,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,"3,967.490000 ",,,,
"P 202312   110,000(  10)",,풋,,20231214,,"110,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,"7,558.690000 ",,,,
"P 202312   120,000(  10)",,풋,,20231214,,"120,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,"12,651.570000 ",,,,
"P 202312   130,000(  10)",,풋,,20231214,,"130,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,"19,084.070000 ",,,,
"P 202312   140,000(  10)",,풋,,20231214,,"140,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,"26,551.210000 ",,,,
"P 202312   150,000(  10)",,풋,,20231214,,"150,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,"34,809.510000 ",,,,
"P 202312   160,000(  10)",,풋,,20231214,,"160,000.00000000 ",,"115,400",,,,186 ,,3.750000 ,,596.227087 ,,0.337 ,,,"43,628.630000 ",,,,
"P 202403    64,000(  10)",,풋,,20240314,,"64,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,166.800000 ,,,,
"P 202403    68,000(  10)",,풋,,20240314,,"68,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,299.160000 ,,,,
"P 202403    72,000(  10)",,풋,,20240314,,"72,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,483.610000 ,,,,
"P 202403    76,000(  10)",,풋,,20240314,,"76,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,801.940000 ,,,,
"P 202403    80,000(  10)",,풋,,20240314,,"80,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,"1,204.560000 ",,,,
"P 202403    84,000(  10)",,풋,,20240314,,"84,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,"1,737.580000 ",,,,
"P 202403    88,000(  10)",,풋,,20240314,,"88,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,"2,456.210000 ",,,,
"P 202403    92,000(  10)",,풋,,20240314,,"92,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,"3,272.330000 ",,,,
"P 202403    96,000(  10)",,풋,,20240314,,"96,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,"4,368.390000 ",,,,
"P 202403   100,000(  10)",,풋,,20240314,,"100,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,"5,539.740000 ",,,,
"P 202403   110,000(  10)",,풋,,20240314,,"110,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,"9,417.240000 ",,,,
"P 202403   120,000(  10)",,풋,,20240314,,"120,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,"14,534.440000 ",,,,
"P 202403   130,000(  10)",,풋,,20240314,,"130,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,"20,683.940000 ",,,,
"P 202403   140,000(  10)",,풋,,20240314,,"140,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,"27,804.740000 ",,,,
"P 202403   150,000(  10)",,풋,,20240314,,"150,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,"35,651.210000 ",,,,
"P 202403   160,000(  10)",,풋,,20240314,,"160,000.00000000 ",,"115,400",,,,277 ,,3.750000 ,,890.186001 ,,0.337 ,,,"44,010.180000 ",,,,
"P 202406    88,000(  10)",,풋,,20240613,,"88,000.00000000 ",,"115,400",,,,368 ,,3.750000 ,,"1,181.379489 ",,0.337 ,,,"3,424.510000 ",,,,
"P 202406    92,000(  10)",,풋,,20240613,,"92,000.00000000 ",,"115,400",,,,368 ,,3.750000 ,,"1,181.379489 ",,0.337 ,,,"4,445.360000 ",,,,
"P 202406    96,000(  10)",,풋,,20240613,,"96,000.00000000 ",,"115,400",,,,368 ,,3.750000 ,,"1,181.379489 ",,0.337 ,,,"5,616.070000 ",,,,
"P 202406   100,000(  10)",,풋,,20240613,,"100,000.00000000 ",,"115,400",,,,368 ,,3.750000 ,,"1,181.379489 ",,0.337 ,,,"6,909.350000 ",,,,
"P 202406   110,000(  10)",,풋,,20240613,,"110,000.00000000 ",,"115,400",,,,368 ,,3.750000 ,,"1,181.379489 ",,0.337 ,,,"10,984.720000 ",,,,
"P 202406   120,000(  10)",,풋,,20240613,,"120,000.00000000 ",,"115,400",,,,368 ,,3.750000 ,,"1,181.379489 ",,0.337 ,,,"16,034.130000 ",,,,
"P 202406   130,000(  10)",,풋,,20240613,,"130,000.00000000 ",,"115,400",,,,368 ,,3.750000 ,,"1,181.379489 ",,0.337 ,,,"22,140.720000 ",,,,`
"P 202406   140,000(  10)",,풋,,20240613,,"140,000.00000000 ",,"115,400",,,,368 ,,3.750000 ,,"1,181.379489 ",,0.337 ,,,"29,020.680000 ",,,,
"P 202406   150,000(  10)",,풋,,20240613,,"150,000.00000000 ",,"115,400",,,,368 ,,3.750000 ,,"1,181.379489 ",,0.337 ,,,"36,470.170000 ",,,,
"P 202406   160,000(  10)",,풋,,20240613,,"160,000.00000000 ",,"115,400",,,,368 ,,3.750000 ,,"1,181.379489 ",,0.337 ,,,"44,363.410000 ",,,,
